Tweet,Target 1,Stance 1,set
"Of course , as to individuals who are willing to disobey gun laws , the laws are futile by definition .",gun control,AGAINST,train
"Also I 'm interested , if "" the people "" choose , does that give them a right to do whatever they want to the minority ?",gun control,NONE,train
"“ We know that if the country adopts this vision that everyone should be armed — that administrators and janitors in school are armed , that people are walking around armed — we wo n’t be safe , ” Mauser told me .",gun control,FAVOR,train
"Make owning a gun subject to significant risk of criminal liability such that few new people want to own one and the ones who continue to own them are criminals and can be slowly rounded up , convicted and then completely unable to legally own a firearm .",gun control,FAVOR,train
"And in the final scenario , 23 % of the participants fired at a suspect who did n’t actually pose a threat .",gun control,NONE,train
Proponents of gun control claim this should entail proper training .,gun control,NONE,train
"But if Heller were ever overturned , the President could by a stroke of a pen make everyone choose between gun ownership and their security clearance .",gun control,AGAINST,train
All of this is demonstrably false .,gun control,NONE,train
"What ’s more , the special insight of recent criminology is to show that low walls work nearly as well as high ones , and are obviously much easier to build .",gun control,NONE,train
"“ I saw this canister-type thing , a smoking object , streak across the screen .",gun control,NONE,train
"In the 1990s , Gary Kleck and a fellow criminologist , Marc Gertz , began studying the issue and came to the conclusion that guns were used defensively between 830,000 and 2.45 million times each year .",gun control,FAVOR,train
"But the State of Pennsylvania , for example , has maintained a database of persons who lawfully purchased handguns since 1931 , and there is no reason to believe that the authorities are likely to start knocking on the doors of Pennsylvania gun owners , demanding surrender of their guns .",gun control,FAVOR,train
"“ It ’s not really believable , ” she said .",gun control,NONE,train
"Of course , it is possible that dangerous gun buyers will turn to other sources for their guns , but that is a reason to extend mandatory background checks to all gun sales , not just sales by licensed dealers .",gun control,FAVOR,train
"There are armed criminals shooting each other every day , and their guns do n't protect them .",gun control,FAVOR,train
"We find that the history of the Second Amendment reinforces the plain meaning of its text , namely that it protects individual Americans in their right to keep and bear arms whether or not they are a member of a select militia or performing active military service or training . """,gun control,FAVOR,train
"The goal is not safety or crime control , it is about societal control .",gun control,AGAINST,train
"As President , I will : • Defend the 2nd Amendment • Oppose new gun control laws • Protect the rights of gun owners from Big Government • Oppose new gun restrictions , registrations , regulations & mandates This issue is crystal clear .",gun control,NONE,train
Limiting assault rifles limits your Second Amendment rights .,gun control,AGAINST,train
"When combined with the many , easily accessible , firearms , this reduction in police coverage creates a dangerous situation where police are unable to protect everybody .",gun control,FAVOR,train
