Tweet,Target 1,Stance 1,Opinion Towards,Sentiment,Tweet Id
@JackPosobiec And we will hope that they are equally magnanimous since they have been wrong in several respects and he relies on them as experts #DrFauci #DrBirx #Coronavirus,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.25E+18
"@DineshDSouza @Serious72048896 It worked with @realDonaldTrump This time, and he still keeps these Globalist criminals  "" #DrFauci "" and #DrBirx the #Scarflady  as ""experts"" :smirk::unamused:   I'm done watching these #coronavirus updates, Trump is being undermined by all of them, including by "" #DrRedfield """,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.25E+18
@DeAnna4Congress He needs to be fired with immediate effect,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@KySportsRadio His pitch is as good as his “science”... worthless. He has flip flopped more than a fish on #coronavirus,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@realDonaldTrump Fauci is a menace. Dr. Gloomerdoomer. Death rate falling and he wants us masked up and locked down forever. Soul crushing demon.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
#DrFauci should be FIRED! He used bad models to engage in fear-mongering &amp; hysteria. Now he's saying @realDonaldTrump to blame for needless U.S. deaths because he didn't shutdown country MONTH earlier. Yet in Jan &amp; Feb #Fauci said #COVID19 was NO PROBLEM. Fraud! #MAGA #FireFauci,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.25E+18
If you're a doctor and openly lie about life saving measures that has cost people lives you should be arrested not fired. #DrFauci #hydroxychloriquine,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@realDonaldTrump “This guy Fauci, I’ve had about enough of this guy,” Sethi said at a Saturday rally to loud applause from the crowd. “I think maybe it’s time for the president to bring him into the board room and say, ‘You’re fired.’”",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@RandPaul THANK YOU for pointing out the obvious! Why do we allow #DrFauci to dictate what 330 million US citizens must do re #COVID19! He’s guessing!There’s too many conflicting beliefs. Kids MUST go back to school! The US must fully open! #StopTheMadness #CovidHoax #MAGA2020,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@CoinAgnostic I'm not a fan of #DrFauci. He really failed AIDS victims when he was Reagan's point man on HIV who moved very slowly against it; some AIDS activists at the time even accused him of mass murder. Now he seems to be bending the stick the other way with #COVID19. Wrong both times.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.25E+18
@MichaelCoudrey And be praised by Fauci the fraud,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@IngrahamAngle @W_Paul_Williams Fauci is not socially distancing and not wearing a mask. But YOU are mandated to do both by your tyrannical local governments.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Uh @foxandfriends #DrFauci not helping this morning. Sorry. #Coronavirus

#FoxAndFriends",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.25E+18
"@realDonaldTrump Mr President, it’s time to #FireFauciNow as he keeps doing more damage. End it please.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@EynoufElizabeth @gatewaypundit Why does Trump keep Fauci around? He’s ridiculous and needs to go.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
I guess Dr Fauci can take the rest of the summer off now that the #Democrat’s have found a new hoax:thumbs_down_light_skin_tone:#DrFauci #PandemicOver #SocialDistancing #Trump2020Landslide @TuckerCarlson @dbongino,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.27E+18
Why anyone sticks up for dr. Fraudci is beyond me. I dont trust a damn thing that little weasel says . Hes just trying to keep everyone scared so he can make millions off the vaccine. He becomes irreverent once this is over,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"Can we all agree that we got duped by this #fauci character? Went on 60 minutes and tells everyone not to wear a mask, then like three days later says wear one. Now he’s saying wear goggles? Can we find someone else?",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
You do know Fauchi said masks serve no purpose...:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@AhmedBaba_ @trumpretweeter @nytimes hinese dissident Virologist, Shi Zhengeli, released from prison claims #COVID19 was created in a #Wuhan lab with money from US Institute of Health.  Links to #DrFauci &amp; #BillGatedd to be investigated Why did DrF give bad advice? #USAatWar  #USA #StopWHO #InItTogether #WWG1GWA",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.25E+18
"Stop this damn mask crap!What happened to Freedom?  What happened to the Constitution?What happened to""my body,my choice""??that crap works for pro-abortion baby killers just fine!We need to breathe fresh air! If masks work..then YOU wear one &amp;you'll feel protected!",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@DailyCaller Thank you @RandPaul - finally someone who tell us the truth Rand Paul #COVID19 #SenateHearing #KAG #KAG2020 @IngrahamAngle #Trump @realDonaldTrump - Fauci  is totally useless,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.26E+18
"Hmmmm,   now #DrFauci  might really be Dr Fraudci #coronavirus",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.26E+18
"Do a simple test. Put on your N95 mask. Spray an aerosol scented air freshner in the air. Can you smell it(yes)? You now have COVID-19.
#MasksDontWork #CDC",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"""Dr. Anthony Fauci: Coronavirus pandemic has exposed inequities in America's health-care system""

This dude is a joke.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.27E+18
@sexyaustrian @AuggoneJames I'd rather listen to sick wailing sea mammals.. plus they'd make more sense. #FauciTheFraud,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"NY Gov. Cuomo is calling on Trump Administration to fire Dr. Fauci. ""Someone is lying,"" stressed the Governor, ""people are dying.""",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@replouiegohmert Thank God you are trusting a REAL doctor and not a Doctor that sits on the board of the company who makes Remdesivir #BigPharmaCorruption,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@RonMilnerBoodle Oh, that dirty Fraud-ci, his corruption runs DEEP. Follow the $",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@realDonaldTrump when you gonna get rid of the clown Fauci? This guy is a total moron.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@realDonaldTrump Mr. Trump was wondering why Fauci has not been fired yet. We the People do not Trust him or Respect. I do believe Sir-his “lining of pockets” days should end...:flag_for_United_States:,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@TX_WalkerRanger There's no question, especially after his response to the protests/riots. His decisions are being guided by partisan politics to help the Biden campaign. He's just another swamp rat. @realDonaldTrump should fire him!",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@OregonGovBrown I find it disturbing that at the beginning of the outbreak we had a month of lectures on how masks don't work, especially many from Dr. Fauci and I am wondering how anyone has any faith in him knowing he lied.  Random cloth coverings are not going to stop the spread",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@ttrask @realDonaldTrump Really!? Ok well Fauci has known for 15yrs chloroquine and hyrdocloroquine works to stop and slow spread of sars, coronavirus, cancers and many other diseases!! Check out August 22, 2005 Virology Journals. Do your own research and stop believing agenda 21!!",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@julie_kelly2 Julie @OBgynFl Greg here has been saying this for months and feels that COVID-19 is on its SECOND WAVE in the USA and that it was here before..So do I since many here already have IMMUNITY and we can see by MISSED HOSPITAL PREDICTIONS and INFECTIONS by Fauci/Birx,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.25E+18
Dr. Fauci said some sports may never get back to normal...now we know who the guy picked last for every pick up game as a kid is...#DrFauci #COVID19 #sportsareback,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.26E+18
@Thomas1774Paine Please God let this Plandemic finally be exposed to all! Let it end this week so the country can go back to normal. We need your intercession Jesus! Put an end to this scam! Amen. :pray: #coronavirusscamexposed,fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
